,customerNo,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order
15970,24372,48750,17,7,172568.0,6,35.99,35.99,107.97,1,35.99,35.99,35.99,?,?,?,4000,568,336,3,65,2,19,n
15971,24373,48751,17,7,530665.0,5,3.99,39.99,107.95,3,3.99,39.99,47.97,5,1,2,300,504,241,7,43,2,425,y
15972,24374,48752,17,7,7600.36,139,3.0,99.99,3474.35,2,20.0,29.99,49.99,2,1,2,1000,510,118,10,27,1,19,n
15973,24375,48753,17,7,230021.0,5,3.99,25.2,82.17,5,3.99,25.2,82.17,?,1,2,600,490,41,15,23,1,27,y
15974,24376,48757,17,7,629272.0,8,34.99,69.99,364.92,3,34.99,69.99,144.97,5,1,2,1400,70,215,0,57,1,17,y
15975,24377,48761,17,7,41801.0,3,59.95,59.95,179.85,1,59.95,59.95,59.95,?,1,2,300,472,10,41,69,1,6,y
15976,24378,48762,17,7,159942.0,5,29.99,49.99,159.96,2,29.99,49.99,79.98,1,1,2,300,596,5,3,37,2,92,n
15977,24379,48763,17,7,4382829.0,146,3.99,59.95,2573.66,28,3.99,29.99,464.76,?,1,2,1900,507,38,10,25,2,87,y
15978,2438,4823,12,5,844134.0,31,7.0,29.99,305.6,7,7.0,17.99,88.87,5,1,2,2800,548,221,38,55,2,10,y
15979,24380,48765,17,7,276541.0,7,12.99,12.99,77.94,2,12.99,12.99,25.98,?,1,2,600,70,76,1,33,1,357,y
15980,24381,48766,17,7,3627599.0,2,13.0,13.0,26.0,1,13.0,13.0,13.0,1,1,1,100,533,1,0,46,2,10,n
15981,24382,48767,17,7,824709.0,12,49.99,209.99,1229.88,2,49.99,49.99,99.98,5,1,2,5500,566,234,24,47,1,34,y
15982,24383,48770,17,7,721546.0,39,14.99,99.99,2019.61,7,14.99,89.99,329.93,?,?,?,800,482,57,7,71,2,62,n
15983,24384,48771,17,7,778869.0,2,9.99,9.99,19.98,1,9.99,9.99,9.99,?,1,2,?,?,?,0,48,2,10,y
15984,24385,48772,17,7,262818.0,8,49.99,49.99,99.98,1,49.99,49.99,49.99,?,1,2,3000,521,125,25,37,2,38,y
15985,24386,48773,17,7,203.76,8,9.99,79.99,219.92,3,9.99,79.99,99.97,1,1,?,600,578,36,4,40,1,74,n
15986,24387,48775,17,7,2402704.0,73,3.99,39.99,1125.28,8,3.99,39.99,163.92,?,1,2,600,572,223,0,40,2,7,y
15987,24388,48776,17,7,1039.1,8,59.99,99.99,424.95,1,89.99,89.99,89.99,?,1,2,800,588,43,5,42,2,61,y
15988,24389,48778,17,7,976162.0,20,17.99,79.99,301.19,2,17.99,17.99,35.98,?,1,2,600,70,17,0,21,2,531,y
15989,2439,4826,12,5,281859.0,5,9.99,9.99,29.97,3,9.99,9.99,9.99,1,1,?,200,577,144,2,60,2,41,n
15990,24390,48779,17,7,2547459.0,49,9.99,24.99,612.6,11,9.99,24.99,173.89,?,1,2,4000,70,122,3,50,2,290,y
15991,24391,48780,17,7,7493.3,162,6.99,699.0,14352.63,0,?,?,?,?,1,2,600,70,35,5,53,2,539,n
15992,24392,48781,17,7,686554.0,6,17.99,17.99,107.94,2,17.99,17.99,35.98,?,1,2,600,578,47,3,60,2,79,y
15993,24393,48783,17,7,1887585.0,7,269.99,299.99,1739.94,3,269.99,299.99,869.97,5,1,2,?,?,?,0,26,1,5,y
15994,24394,48784,17,7,1729643.0,19,14.0,49.99,621.84,5,14.0,49.99,173.96,2,1,2,600,578,144,1,62,1,98,n
15995,24395,48785,17,7,807459.0,17,9.99,44.99,400.83,3,9.99,19.99,42.97,5,1,2,2500,80,222,1,44,2,35,y
15996,24396,48787,17,7,236916.0,9,59.99,499.99,3489.91,2,59.99,499.99,559.98,5,1,2,300,389,1,0,21,2,11,y
15997,24397,48788,17,7,118159.0,4,44.99,44.99,89.98,1,44.99,44.99,44.99,1,1,2,3000,70,101,0,29,2,17,n
15998,24398,48789,17,7,509172.0,3,59.99,59.99,179.97,1,59.99,59.99,59.99,5,1,2,?,?,?,0,32,2,18,y
15999,24399,48790,17,7,3937.75,76,4.99,269.99,1404.76,7,6.99,19.99,78.95,?,1,2,600,577,216,8,47,2,20,y
16000,244,542,7,5,581134.0,5,14.99,14.99,74.95,0,?,?,?,5,1,2,2700,571,221,6,44,2,155,n
16001,2440,22746,12,6,3423883.0,13,749.99,799.99,10249.87,3,799.99,799.99,2399.97,?,1,2,600,469,160,3,33,2,38,y
16002,24400,48792,17,7,1315419.0,22,17.99,19.99,411.78,4,17.99,19.99,75.96,?,1,2,4000,538,191,17,35,1,38,y
16003,24401,48794,17,7,1079965.0,2,15.99,20.0,35.99,2,15.99,20.0,35.99,2,1,2,600,573,21,1,46,2,192,n
16004,24402,48795,17,7,3049364.0,67,1.0,24.99,547.74,7,5.0,24.99,84.89,?,1,2,4000,533,245,10,42,2,56,y
16005,24403,48797,17,7,2284619.0,22,6.99,29.99,315.79,6,6.99,29.99,87.94,?,1,2,300,70,13,0,41,2,427,n
16006,24404,48800,17,7,1245952.0,6,79.99,299.99,699.94,2,79.99,79.99,159.98,5,1,2,1500,502,205,11,56,2,107,y
16007,24405,48803,17,7,1090926.0,32,7.99,1999.99,30409.68,1,19.99,19.99,19.99,?,1,2,800,70,36,3,66,2,266,y
16008,24406,48807,17,7,495978.0,6,9.99,49.99,135.94,6,9.99,49.99,135.94,4,1,2,300,478,223,30,49,2,15,n
16009,24407,48811,17,7,895629.0,9,69.99,99.99,684.91,1,74.99,74.99,74.99,5,1,2,?,?,?,0,44,1,44,y
16010,24408,48812,17,7,135.05,8,99.99,199.99,899.95,1,199.99,199.99,199.99,4,1,2,1500,382,52,11,27,1,12,n
16011,24409,48813,17,7,773345.0,12,34.99,59.95,609.53,2,34.99,59.95,94.94,1,1,?,600,462,45,0,30,2,32,n
16012,2441,4828,12,5,6505256.0,48,7.99,154.9,1171.46,4,12.99,24.99,82.96,?,1,2,900,554,34,8,32,2,97,y
16013,24410,48815,17,7,867549.0,4,19.99,19.99,59.97,1,19.99,19.99,19.99,4,1,2,600,553,33,4,31,2,262,n
16014,24411,48817,17,7,660387.0,19,9.99,79.99,737.67,4,29.99,79.99,179.13,?,?,?,600,80,17,1,40,2,55,n
16015,24412,48819,17,7,70.26,3,89.99,89.99,269.97,1,89.99,89.99,89.99,?,?,?,4000,498,178,4,36,2,95,n
16016,24413,48820,17,7,2183241.0,18,4.99,34.99,285.89,2,10.0,34.99,44.99,?,1,2,?,?,?,0,48,2,11,y
16017,24414,48821,17,7,255282.0,19,4.99,14.0,194.89,19,4.99,14.0,194.89,1,1,?,600,543,116,4,40,2,51,n
16018,24415,48825,17,7,1426935.0,7,9.99,39.99,100.94,5,9.99,39.99,90.95,?,1,2,900,70,218,1,43,2,312,y
16019,24416,48828,17,7,1111809.0,3,19.99,39.99,79.97,3,19.99,39.99,79.97,?,1,2,2200,581,221,5,44,1,23,n
16020,24417,48829,17,7,4025091.0,68,7.99,44.95,899.86,4,14.99,24.99,79.96,?,1,2,4000,553,208,15,45,2,25,y
16021,24418,48830,17,7,103964.0,7,9.99,9.99,49.95,1,9.99,9.99,9.99,?,?,?,300,485,190,13,41,2,71,n
16022,24419,48831,17,7,3125248.0,102,3.0,24.99,848.34,10,3.99,19.99,113.91,5,1,2,1300,556,321,8,46,2,20,y
16023,2442,4829,12,5,903458.0,37,6.99,14.99,272.75,21,6.99,14.99,224.79,5,1,2,600,526,209,17,36,2,36,y
16024,24420,48834,17,7,168388.0,4,19.99,49.99,139.96,2,19.99,49.99,69.98,?,1,2,4000,525,73,3,46,2,224,y
16025,24421,48836,17,7,304369.0,11,3.99,24.99,176.89,5,3.99,24.99,75.95,?,?,?,4000,514,99,12,37,2,9,n
16026,24422,48838,17,7,2596076.0,53,7.0,39.96,803.87,8,7.0,29.99,119.93,5,1,2,3000,570,192,10,47,2,145,y
16027,24423,48841,17,7,1344486.0,7,19.32,38.64,211.69,1,38.64,38.64,38.64,1,1,2,3000,550,214,18,61,1,7,n
16028,24424,48844,17,7,235.1,10,12.99,24.99,217.9,2,19.99,24.99,44.98,?,?,?,600,70,39,0,41,2,29,n
16029,24425,48847,17,7,525809.0,27,3.99,99.0,1042.82,6,3.99,99.0,240.96,1,1,2,2000,446,93,11,36,2,15,n
16030,24426,48848,17,7,619615.0,5,10.0,15.99,64.96,1,12.99,12.99,12.99,?,1,2,300,70,67,0,57,2,17,n
16031,24427,48849,17,7,3307918.0,26,7.99,44.99,343.81,2,34.99,34.99,69.98,2,1,2,600,566,7,2,19,2,12,n
16032,24428,48854,17,7,2289476.0,13,6.99,19.99,110.9,2,9.99,10.99,20.98,1,1,2,600,480,33,4,59,2,62,n
16033,24429,48855,17,7,692517.0,15,9.99,49.99,293.85,5,9.99,49.99,97.95,?,1,2,4500,548,264,13,48,2,29,y
16034,2443,4830,12,5,546987.0,9,14.99,29.99,134.93,1,14.99,14.99,14.99,?,1,2,800,492,163,7,44,2,58,y
16035,24430,48858,17,7,2702431.0,12,14.99,59.99,399.84,3,14.99,59.99,99.97,1,1,?,4000,70,222,0,54,2,17,y
16036,24431,48864,17,7,1169777.0,54,8.99,39.99,814.66,6,8.99,39.99,129.94,?,1,2,2400,522,178,17,38,2,7,y
16037,24432,48865,17,7,102915.0,5,19.99,29.99,119.95,1,24.99,24.99,24.99,?,?,?,1300,552,72,10,37,2,71,n
16038,24433,48867,17,7,2337819.0,73,5.99,89.99,1667.42,13,5.99,39.99,255.9,5,1,2,300,545,84,8,47,1,66,y
16039,24434,48868,17,7,1727.55,53,3.99,59.95,1019.4,4,3.99,19.99,46.96,?,?,?,4000,474,220,12,47,2,14,n
16040,24435,48869,17,7,426114.0,5,17.99,199.99,247.93,5,17.99,199.99,247.93,5,1,2,3500,557,224,21,55,2,42,y
16041,24436,48870,17,7,1645552.0,30,12.99,79.95,1004.72,1,29.99,29.99,29.99,?,1,2,300,557,166,10,38,1,20,y
16042,24437,48871,17,7,141734.0,2,19.99,199.99,219.98,2,19.99,199.99,219.98,5,1,2,300,536,182,11,52,2,8,y
16043,24438,48872,17,7,919268.0,9,12.99,129.99,258.91,2,12.99,16.99,29.98,5,1,2,2500,581,466,18,70,1,13,y
16044,24439,48873,17,7,10116785.0,139,4.99,29.99,2162.01,16,4.99,29.99,238.64,?,1,2,600,522,23,0,58,2,21,y
16045,2444,11167,17,5,1727162.0,16,39.99,799.99,7245.88,0,?,?,?,?,1,2,400,357,6,12,37,1,10,n
16046,24440,48874,17,7,2322105.0,42,3.99,149.0,1439.41,7,3.99,19.99,99.93,?,1,2,600,80,34,1,54,2,57,y
16047,24441,48877,17,7,1182203.0,36,14.99,89.95,1189.03,2,29.99,35.95,65.94,?,1,2,1300,574,159,16,56,2,48,y
16048,24442,48878,17,7,799659.0,23,9.99,19.99,339.77,4,9.99,19.99,49.96,5,1,2,8500,615,436,21,71,2,17,y
16049,24443,48880,17,7,722866.0,3,35.99,35.99,71.98,1,35.99,35.99,35.99,5,1,2,8500,538,273,15,46,2,10,y
16050,24444,48882,17,7,564119.0,20,34.9,39.9,508.7,2,39.9,39.9,79.8,?,1,2,4000,526,165,12,46,2,26,y
16051,24445,48886,17,7,837626.0,11,14.99,24.99,184.89,3,14.99,14.99,44.97,?,1,2,2900,520,79,13,38,2,143,y
16052,24446,48887,17,7,245147.0,2,24.99,39.99,64.98,2,24.99,39.99,64.98,?,1,2,600,70,202,4,49,2,261,y
16053,24447,48889,17,7,292737.0,3,17.99,62.99,98.97,1,17.99,17.99,17.99,5,1,2,13500,613,256,23,43,2,33,y
16054,24448,48893,17,7,392.25,4,9.99,16.99,43.97,1,16.99,16.99,16.99,5,1,2,5000,602,119,90,46,1,6,y
16055,24449,48895,17,7,770662.0,9,14.99,79.95,369.71,4,14.99,59.95,144.88,?,1,2,600,501,60,1,40,2,8,y
16056,2445,4832,12,5,6853298.0,3,549.99,798.99,1898.97,1,549.99,549.99,549.99,5,1,2,2500,477,233,12,55,2,198,y
16057,24450,48896,17,7,393442.0,4,3.99,49.99,153.96,2,3.99,49.99,53.98,?,1,2,3500,464,224,7,49,2,7,n
16058,24451,48898,17,7,2769662.0,36,3.95,49.99,451.61,9,5.0,49.99,176.35,?,1,2,4000,581,140,5,44,2,28,y
16059,24452,48899,17,7,1923052.0,38,17.95,69.99,1783.2,2,59.95,69.99,129.94,?,1,2,4000,531,128,1,45,2,21,y
16060,24453,48903,17,7,307.6,6,8.99,24.99,67.96,2,8.99,24.99,33.98,5,1,2,3000,564,45,3,62,2,135,y
16061,24454,48904,17,7,471131.0,3,3.99,9.99,23.97,3,3.99,9.99,23.97,5,1,2,3000,570,448,6,73,2,14,y
16062,24455,48905,17,7,489.68,6,7.99,159.99,253.94,6,7.99,159.99,253.94,5,1,2,3400,589,312,10,53,2,4,y
16063,24456,48906,17,7,1003818.0,27,8.99,85.9,533.41,5,9.99,79.9,122.86,?,1,2,600,588,221,3,47,2,63,y
16064,24457,48907,17,7,1830045.0,20,3.99,26.95,365.76,7,3.99,24.99,121.93,5,1,2,2800,529,216,17,61,2,9,y
16065,24458,48909,17,7,983819.0,15,14.99,159.99,624.86,1,17.99,17.99,17.99,?,1,2,600,497,11,5,46,2,9,y
16066,24459,48910,17,7,128618.0,12,3.99,49.99,280.88,12,3.99,49.99,280.88,5,1,2,5000,555,378,21,54,2,14,y
16067,2446,4834,12,5,370481.0,2,39.99,149.99,189.98,1,39.99,39.99,39.99,?,1,2,600,432,22,20,26,2,52,y
16068,24460,48911,17,7,157535.0,1,3.99,3.99,3.99,1,3.99,3.99,3.99,?,1,2,800,548,112,10,31,1,8,y
16069,24461,48912,17,7,2208833.0,35,3.99,39.99,824.7,3,3.99,35.99,69.97,3,1,2,1400,582,220,5,52,2,28,n
16070,24462,48913,17,7,1418604.0,39,9.99,49.99,994.61,5,12.99,49.99,157.95,3,1,2,4000,535,219,8,48,1,40,n
16071,24463,48916,17,7,10336029.0,64,3.99,599.99,20058.5,3,9.99,349.99,369.97,?,1,2,300,541,223,4,63,1,426,y
16072,24464,48917,17,7,1204915.0,11,39.99,39.99,319.92,2,39.99,39.99,79.98,4,1,2,4000,512,133,2,47,1,63,n
16073,24465,48918,17,7,7210163.0,112,3.0,21.99,1019.7,15,4.99,21.99,151.93,?,1,2,600,578,54,11,39,2,31,y
16074,24466,48920,17,7,2287.0,15,3.99,99.99,557.87,2,3.99,39.99,43.98,?,?,?,600,541,9,11,35,2,13,n
16075,24467,48921,17,7,247665.0,4,9.99,34.99,83.17,4,9.99,34.99,83.17,?,1,2,1000,548,312,13,47,2,7,y
16076,24468,48923,17,7,811149.0,23,3.99,549.99,1007.79,5,3.99,49.99,113.95,?,1,2,300,557,120,4,41,2,12,y
16077,24469,48924,17,7,1779446.0,13,19.99,59.99,419.88,9,19.99,59.99,299.92,5,1,2,4000,496,223,10,53,2,104,y
16078,2447,4836,12,5,21.76,5,89.99,89.99,359.96,1,89.99,89.99,89.99,?,1,2,4000,512,25,21,30,2,24,n
16079,24470,48928,17,7,1387593.0,15,6.99,49.99,316.85,2,14.99,15.99,30.98,1,1,?,2500,492,155,13,59,1,5,n
16080,24471,48931,17,7,600948.0,21,7.0,19.99,241.83,4,9.99,19.99,49.96,?,1,2,1100,548,38,2,44,2,118,y
16081,24472,48932,17,7,322601.0,3,17.99,29.99,67.97,2,17.99,29.99,47.98,?,1,2,600,80,79,2,55,2,30,y
16082,24473,48934,17,7,573257.0,18,8.39,16.8,243.53,2,8.39,16.8,25.19,?,?,?,4000,525,322,6,58,2,10,n
16083,24474,48935,17,7,60631.0,6,59.95,59.95,239.8,1,59.95,59.95,59.95,1,1,2,300,413,27,20,39,1,5,n
16084,24475,48944,17,7,1800093.0,29,22.99,119.95,1010.69,4,22.99,89.99,165.96,?,1,2,700,542,52,2,40,1,89,y
16085,24476,48945,17,7,2411233.0,145,3.99,59.95,2951.35,3,3.99,19.99,43.88,5,1,2,8500,556,439,15,61,2,172,y
16086,24477,48954,17,7,91774.0,7,39.99,39.99,279.93,1,39.99,39.99,39.99,4,1,2,500,519,5,3,24,2,37,n
16087,24478,48955,17,7,6830575.0,39,9.99,85.99,1278.63,9,19.99,85.99,337.91,1,1,?,2800,597,352,9,61,2,73,n
16088,24479,48956,17,7,6148307.0,75,3.99,59.99,745.33,7,3.99,17.99,76.95,?,1,2,300,597,6,1,44,2,203,y
16089,2448,4837,12,5,8753531.0,44,3.0,20.0,358.97,4,3.0,20.0,40.0,?,1,2,600,485,116,1,32,2,70,y
16090,24480,48959,17,7,670828.0,28,14.99,39.99,648.75,5,17.99,39.99,127.95,5,1,2,300,70,85,1,33,1,7,y
16091,24481,48961,17,7,1843993.0,49,7.0,109.95,1937.98,7,12.99,97.99,381.93,?,1,2,2600,70,223,1,51,2,393,y
16092,24482,48962,17,7,684489.0,2,9.99,19.99,29.98,2,9.99,19.99,29.98,5,1,2,4000,567,362,9,69,2,27,y
16093,24483,48963,17,7,327339.0,3,29.99,39.99,99.97,1,29.99,29.99,29.99,?,?,?,1800,603,74,10,64,2,18,n
16094,24484,48965,17,7,1727223.0,19,9.99,19.99,228.82,4,9.99,19.99,52.96,?,1,2,2500,587,445,7,71,2,162,y
16095,24485,48966,17,7,1869055.0,19,4.99,42.99,470.84,4,9.99,37.99,80.97,?,1,2,600,548,13,4,48,2,29,y
16096,24486,48968,17,7,3032968.0,45,9.99,69.99,1478.65,5,15.99,59.99,149.96,5,1,2,5000,529,298,19,57,1,38,y
16097,24487,48970,17,7,1142559.0,21,9.99,19.99,319.79,4,9.99,19.99,58.96,5,1,2,4300,553,388,9,64,2,10,y
16098,24488,48973,17,7,278314.0,4,3.99,24.99,63.96,4,3.99,24.99,63.96,5,1,2,2000,523,72,8,42,2,54,y
16099,24489,48976,17,7,1274245.0,30,7.0,29.99,569.75,6,14.99,29.99,128.94,?,1,2,800,570,20,2,57,2,216,y
16100,2449,4839,12,5,531493.0,9,9.99,14.99,74.93,2,9.99,9.99,19.98,1,1,2,600,398,8,2,39,2,83,n
16101,24490,48979,17,7,19086138.0,25,12.99,35.9,417.53,6,19.99,35.9,170.85,5,1,2,2600,450,116,17,38,1,14,y
16102,24491,48980,17,7,361.69,9,99.99,99.99,899.91,2,99.99,99.99,199.98,?,1,2,1200,469,33,10,24,2,45,y
16103,24492,48982,17,7,1726521.0,35,7.0,29.99,636.67,4,9.99,24.99,44.97,?,1,2,4000,614,182,5,57,2,160,y
16104,24493,48985,18,7,2472202.0,90,9.99,150.0,6925.97,12,9.99,99.99,742.8,?,1,2,800,581,110,3,45,2,13,y
16105,24494,48987,18,7,904492.0,10,221.73,349.99,3319.65,1,349.99,349.99,349.99,5,1,2,3000,497,222,36,58,1,24,y
16106,24495,48988,18,7,219623.0,5,17.99,17.99,71.96,1,17.99,17.99,17.99,?,?,?,2500,70,237,1,57,2,30,n
16107,24496,49115,18,7,53912.0,3,39.99,39.99,79.98,1,39.99,39.99,39.99,?,?,?,1000,495,48,10,53,2,12,n
16108,24497,48991,18,7,2218432.0,67,8.99,59.99,1117.35,11,9.99,19.99,175.89,5,1,2,600,522,406,12,53,2,14,y
16109,24498,48993,18,7,1691848.0,24,29.99,89.95,1489.24,5,29.99,89.95,339.83,1,1,2,800,509,9,7,?,2,41,n
16110,24499,48996,18,7,3677115.0,98,11.95,89.99,1701.04,10,14.95,89.99,284.82,?,1,2,500,557,5,1,31,2,166,y
16111,245,543,7,5,831069.0,13,24.99,29.99,384.87,3,29.99,29.99,89.97,5,1,2,200,401,76,7,45,2,20,y
16112,2450,4840,12,5,599949.0,21,6.99,24.99,276.79,2,8.99,14.99,23.98,?,1,2,600,425,25,8,28,1,48,y
16113,24500,48998,18,7,869922.0,17,9.99,99.99,699.9,3,29.99,99.99,229.97,5,1,2,1000,609,232,15,39,1,70,y
16114,24501,49002,18,7,612093.0,10,7.99,37.99,151.9,7,7.99,37.99,112.93,?,1,2,4000,587,220,5,45,2,56,y
16115,24502,49003,18,7,2115664.0,52,9.99,39.99,1205.57,3,17.99,34.99,70.97,?,1,2,600,70,212,0,51,2,647,y
16116,24503,49005,18,7,693463.0,9,29.99,29.99,269.91,1,29.99,29.99,29.99,?,1,2,1000,518,203,3,42,2,195,n
16117,24504,49006,18,7,581524.0,14,39.0,129.95,988.79,2,59.99,69.99,129.98,1,1,1,4000,567,215,10,48,2,7,n
16118,24505,49007,18,7,2202813.0,32,6.99,22.99,367.75,5,6.99,17.99,69.95,?,1,2,4000,553,50,5,51,2,8,y
16119,24506,49008,18,7,32758.0,2,14.99,14.99,29.98,1,14.99,14.99,14.99,?,?,?,300,454,19,5,57,2,12,n
16120,24507,49011,18,7,1636183.0,50,1.0,5.0,155.95,6,1.0,5.0,18.99,?,1,2,3000,477,99,12,61,1,13,y
16121,24508,49012,18,7,2418.23,37,44.99,649.99,7181.69,4,65.99,319.99,741.96,?,?,?,4000,508,91,8,31,2,159,n
16122,24509,49013,18,7,3221185.0,93,1.0,159.95,1265.54,6,3.99,159.95,210.86,?,1,2,4000,603,51,11,27,2,101,y
16123,2451,4841,12,5,5980537.0,37,3.99,449.99,2809.72,1,17.99,17.99,17.99,1,1,2,300,586,5,3,34,2,73,n
16124,24510,49016,18,7,1599.59,11,32.99,179.99,555.91,3,32.99,49.99,117.97,?,1,2,300,80,70,2,35,2,32,y
16125,24511,49018,18,7,285.53,4,17.99,19.99,75.96,2,17.99,19.99,37.98,5,1,2,5000,556,148,6,56,2,42,y
16126,24512,49019,18,7,2649849.0,56,9.99,58.0,1568.27,3,12.99,24.99,57.97,?,1,2,4000,557,207,13,42,2,19,y
16127,24513,49020,18,7,1620834.0,24,0.99,169.99,1807.76,1,49.99,49.99,49.99,?,1,2,1100,456,79,11,49,2,18,y
16128,24514,49021,18,7,424394.0,16,9.99,299.99,794.84,7,9.99,299.99,524.93,5,1,2,4700,615,384,21,59,1,6,y
16129,24515,49022,18,7,2632538.0,17,6.0,29.99,233.86,7,6.0,17.99,71.96,?,1,2,4000,559,222,3,62,2,30,y
16130,24516,49023,18,7,2901249.0,34,3.0,59.99,647.25,3,9.99,34.99,77.47,?,1,2,600,498,210,5,53,2,26,y
16131,24517,49024,18,7,1103157.0,15,3.99,39.99,392.85,5,3.99,29.99,113.95,1,1,2,4000,70,111,2,41,2,8,y
16132,24518,49026,18,7,381296.0,3,24.99,24.99,24.99,1,?,?,?,2,1,2,8700,552,108,19,51,2,5,n
16133,24519,49027,18,7,1129188.0,25,4.95,15.95,245.59,6,4.95,12.99,58.91,?,1,2,600,523,10,4,29,2,160,y
16134,2452,25165,14,6,14360384.0,3,99.99,99.99,299.97,1,99.99,99.99,99.99,?,1,2,300,464,6,53,20,2,3,y
16135,24520,49028,18,7,1084604.0,15,7.99,43.5,506.86,1,43.5,43.5,43.5,3,1,2,800,578,47,3,36,2,201,n
16136,24521,49030,18,7,2980699.0,45,10.0,179.99,1804.55,2,12.99,12.99,25.98,1,1,2,4000,516,26,2,31,2,27,n
16137,24522,49031,18,7,266267.0,13,3.99,49.99,255.87,3,3.99,19.99,33.97,?,?,?,1000,551,208,14,64,2,40,n
16138,24523,49032,18,7,4424497.0,64,9.99,129.99,1240.38,10,9.99,29.99,169.9,?,1,2,600,481,49,4,53,2,14,y
16139,24524,49034,18,7,223076.0,4,19.99,24.99,89.96,1,19.99,19.99,19.99,?,?,?,600,552,22,2,51,2,272,n
16140,24525,49035,18,7,321998.0,5,17.99,17.99,71.96,1,17.99,17.99,17.99,?,1,2,1500,80,59,2,64,2,46,y
16141,24526,49036,18,7,1919606.0,25,7.0,49.99,500.28,2,19.99,29.99,49.98,?,1,2,300,567,2,1,67,1,70,y
16142,24527,49037,18,7,287468.0,11,3.99,54.99,367.89,4,3.99,54.99,123.96,5,1,2,300,423,129,10,35,2,19,y
16143,24528,49038,18,7,662055.0,18,4.99,39.99,354.87,3,14.99,29.99,59.97,5,1,2,800,581,38,2,36,2,239,y
16144,24529,49039,18,7,382353.0,4,29.99,69.99,159.96,1,29.99,29.99,29.99,?,1,2,600,557,91,4,49,2,43,y
16145,2453,4846,12,5,548794.0,5,89.99,229.99,919.95,1,199.99,199.99,199.99,?,?,?,600,435,74,13,32,2,322,n
16146,24530,49042,18,7,1007.71,6,29.99,29.99,179.94,2,29.99,29.99,59.98,?,1,2,200,426,49,2,28,2,49,y
16147,24531,49043,18,7,2759922.0,58,3.99,29.99,1180.13,14,9.99,29.99,307.5,5,1,2,2800,492,189,23,56,2,132,y
16148,24532,49044,18,7,1419619.0,8,7.0,17.99,112.93,3,9.99,17.99,42.97,?,1,2,300,603,3,1,35,2,115,y
16149,24533,49048,18,7,5029061.0,70,3.99,59.99,2231.33,4,3.99,34.99,78.96,?,1,2,2600,552,109,1,38,2,252,y
16150,24534,49050,18,7,25135.0,2,399.99,399.99,799.98,1,399.99,399.99,399.99,1,1,2,5000,586,79,9,26,2,24,n
16151,24535,49051,18,7,104184.0,10,4.0,29.99,140.92,10,4.0,29.99,140.92,?,1,2,3000,564,282,14,46,2,81,y
16152,24536,49052,18,7,516985.0,11,8.99,19.32,82.25,2,8.99,8.99,17.98,?,1,2,600,455,60,1,38,2,311,y
16153,24537,49053,18,7,747.53,30,4.0,29.99,457.72,5,9.99,29.99,92.95,?,1,2,600,577,46,10,40,2,51,y
16154,24538,49055,18,7,544832.0,17,12.99,34.99,387.67,4,12.99,34.99,98.92,5,1,2,4000,522,259,11,46,2,47,y
16155,24539,49056,18,7,1474.42,16,179.99,399.99,4738.85,2,189.99,399.99,589.98,?,1,2,1200,496,33,8,43,1,8,y
16156,2454,4847,12,5,4912901.0,72,3.49,79.99,955.77,3,5.0,25.99,37.99,?,1,2,600,70,23,0,50,2,719,y
16157,24540,49057,18,7,1063.42,22,3.99,79.99,558.79,22,3.99,79.99,558.79,5,1,2,4000,541,224,10,58,2,46,y
16158,24541,49058,18,7,3581192.0,135,1.0,69.99,1091.7,5,5.0,19.99,44.99,?,1,2,5000,521,197,5,50,2,112,y
16159,24542,49060,18,7,2740921.0,23,9.99,99.99,1269.79,4,9.99,69.99,194.96,5,1,2,800,527,222,16,60,2,12,y
16160,24543,49061,18,7,1974.61,72,6.99,99.95,2128.16,6,6.99,49.99,148.94,5,1,2,1200,486,206,10,38,2,32,y
16161,24544,49069,18,7,2356814.0,45,9.99,49.99,905.56,15,9.99,29.99,282.85,5,1,2,600,432,41,11,37,2,61,y
16162,24545,49070,18,7,843784.0,9,3.99,14.99,82.91,3,3.99,14.99,26.97,?,1,2,4000,70,31,1,45,2,31,y
16163,24546,49071,18,7,1783533.0,13,9.99,59.95,231.68,9,12.99,29.99,133.89,1,1,5,800,70,38,4,44,1,312,n
16164,24547,49072,18,7,3355722.0,89,3.99,37.0,1529.38,9,3.99,29.99,118.91,?,1,2,500,535,221,6,48,1,7,y
16165,24548,49079,18,7,706863.0,5,9.99,9.99,49.95,2,9.99,9.99,19.98,?,1,2,1700,557,68,1,41,2,100,y
16166,24549,49080,18,7,1594535.0,20,3.99,12.99,238.8,5,3.99,12.99,55.95,?,1,2,600,70,120,0,51,2,25,y
16167,2455,33925,21,6,4547375.0,55,3.0,799.0,1240.75,5,3.99,17.99,67.95,1,1,2,3600,526,179,24,48,2,4,y
16168,24550,49081,18,7,469654.0,14,1.0,5.0,58.0,1,5.0,5.0,5.0,?,?,?,500,439,2,1,39,1,39,n
16169,24551,49082,18,7,113211.0,3,9.99,14.99,34.97,1,9.99,9.99,9.99,?,1,2,1300,499,40,10,56,1,63,n
16170,24552,49084,18,7,76662.0,4,29.99,29.99,119.96,2,29.99,29.99,59.98,1,1,2,4000,571,223,20,51,2,28,n
