,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,bStep_count,countLog,modes,diffCounts,durCount,order
22317,22318,12,6,150246.0,2,10.99,10.99,21.98,1,10.99,10.99,10.99,2,1,2,600,571,8,2,50,2,94,0,2,2,1,75123.0,0
22318,22319,12,6,567062.0,2,59.99,59.99,119.98,1,59.99,59.99,59.99,1,1,-1,600,552,50,10,27,2,4,3,10,1,1,283531.0,0
22323,22324,12,6,52611.0,3,499.0,649.99,1798.98,1,649.99,649.99,649.99,3,1,2,1800,462,275,66,46,2,13,1,3,1,2,17537.0,0
22330,22331,12,6,1951737.0,8,59.95,59.99,359.78,2,59.95,59.99,119.94,5,1,2,2600,491,185,15,41,2,4,11,18,3,6,243967.125,1
22331,22332,12,6,775232.0,20,12.99,24.99,381.8,1,19.99,19.99,19.99,1,1,2,5000,587,48,40,46,1,5,4,8,3,19,38761.6,0
22334,22335,12,6,11332042.0,170,9.99,1999.99,76239.34,11,9.99,349.99,1339.89,1,1,2,600,490,13,10,27,2,127,1,23,1,159,66659.07058823529,1
22355,22356,12,6,2788312.0,43,9.99,99.95,1163.55,9,9.99,99.95,261.87,5,1,2,8500,543,269,33,45,2,14,16,38,1,34,64844.46511627907,1
22359,22360,12,6,566499.0,4,12.99,12.99,51.96,3,12.99,12.99,38.97,5,1,2,3000,547,157,17,68,2,40,5,15,1,1,141624.75,1
22367,22368,12,6,832634.0,4,599.0,599.0,2396.0,1,599.0,599.0,599.0,5,1,2,600,421,51,10,35,2,130,3,5,2,3,208158.5,1
22378,22379,12,6,194791.0,3,10.99,10.99,21.98,1,10.99,10.99,10.99,5,1,2,7500,535,69,57,51,2,3,4,8,1,2,64930.333333333336,1
22386,22387,12,6,1218246.0,23,0.0,24.99,227.85,5,4.99,24.99,72.95,3,1,2,2500,582,352,32,63,2,5,6,20,1,18,52967.217391304344,0
22407,22408,12,6,50728.0,3,49.99,49.99,149.97,1,49.99,49.99,49.99,2,1,2,1500,503,96,10,32,2,57,0,2,2,2,16909.333333333332,0
22408,22409,12,6,1438626.0,20,3.99,39.99,408.83,3,3.99,24.99,33.98,5,1,2,300,457,114,30,46,2,64,4,10,1,17,71931.3,1
22413,22414,12,6,7765953.0,60,8.99,169.99,1536.33,2,8.99,39.99,48.98,1,1,2,300,525,3,1,35,2,99,0,4,1,58,129432.55,0
22415,22416,12,6,6787.0,1,14.99,14.99,14.99,1,14.99,14.99,14.99,1,1,2,1700,480,279,0,46,2,114,0,2,1,0,6787.0,0
22418,22419,12,6,1867.93,13,3.99,34.99,227.87,13,3.99,34.99,227.87,5,1,2,2500,519,160,9,50,2,175,5,33,1,0,143.68692307692308,1
22423,22424,12,6,16415823.0,72,9.99,99.99,1453.51,18,9.99,99.99,397.87,5,1,2,5500,523,37,105,44,1,4,48,87,1,54,227997.54166666666,1
22428,22429,12,6,468298.0,9,7.0,14.99,106.92,2,9.99,14.99,24.98,5,1,2,2100,493,80,18,31,2,3,5,10,1,7,52033.11111111111,1
22463,22464,12,6,364496.0,8,9.99,9.99,79.92,2,9.99,9.99,19.98,5,1,2,5000,469,2,10,42,2,9,4,9,1,6,45562.0,1
22464,22465,12,6,109279.0,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1,1,2,1500,577,68,69,36,2,5,0,2,1,1,54639.5,0
22479,22480,12,6,2105512.0,43,3.49,21.0,293.22,2,3.99,9.99,13.98,1,1,2,1000,551,82,2,31,2,195,0,9,1,41,48965.395348837206,0
22491,22492,12,6,765394.0,5,69.99,69.99,349.95,1,69.99,69.99,69.99,5,1,2,3800,541,105,30,57,2,57,5,8,3,4,153078.8,1
22493,22494,12,6,1773848.0,8,9.99,79.99,243.92,1,79.99,79.99,79.99,2,1,2,600,546,19,2,38,2,83,0,8,2,7,221731.0,0
22497,22498,12,6,351985.0,6,15.95,26.99,58.89,1,15.95,15.95,15.95,5,1,2,10000,507,34,101,54,2,4,3,5,2,5,58664.166666666664,1
22505,22506,12,6,1663929.0,23,4.99,59.99,668.08,6,4.99,44.99,114.95,5,1,2,5000,524,10,92,56,1,4,19,31,3,17,72344.73913043478,1
22511,22512,12,6,215177.0,5,24.99,24.99,124.95,2,24.99,24.99,49.98,2,1,2,10000,507,131,76,53,2,4,0,5,2,3,43035.4,0
22515,22516,12,6,467134.0,7,29.99,49.99,329.93,2,49.99,49.99,99.98,5,1,2,800,546,42,10,34,2,33,7,12,3,5,66733.42857142857,1
22518,22519,12,6,181.64,2,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,1200,548,15,62,57,1,9,6,8,4,1,90.82,1
22524,22525,12,6,547458.0,5,24.99,29.99,104.96,1,24.99,24.99,24.99,5,1,2,1500,597,33,3,66,2,25,3,6,1,4,109491.6,1
22540,22541,12,6,7234191.0,30,69.99,849.99,11649.81,1,579.99,579.99,579.99,1,1,2,800,463,3,3,25,1,43,0,2,1,29,241139.7,0
22560,22561,12,6,609358.0,12,3.99,49.99,273.88,3,3.99,29.99,58.97,1,1,2,600,546,81,2,52,1,26,4,11,1,9,50779.833333333336,0
22566,22567,12,6,1335458.0,52,3.99,24.99,571.74,3,3.99,19.99,43.97,1,1,2,6000,538,232,10,52,2,26,0,6,1,49,25681.884615384617,0
22569,22570,12,6,7795848.0,44,14.99,39.99,1284.11,5,17.99,39.99,153.16,5,1,2,300,70,85,0,68,1,657,5,27,1,39,177178.36363636365,1
22584,22585,12,6,955821.0,20,14.9,167.99,988.73,2,19.99,69.99,89.98,5,1,2,8600,574,360,81,62,1,7,3,9,1,18,47791.05,1
22589,22590,12,6,333695.0,9,299.99,549.99,3199.91,1,299.99,299.99,299.99,1,1,2,600,417,82,6,32,1,602,0,2,1,8,37077.22222222222,0
22600,22601,12,6,626537.0,11,12.0,59.9,423.48,1,59.9,59.9,59.9,1,1,-1,1000,505,68,9,54,2,6,0,3,1,10,56957.90909090909,0
22602,22603,12,6,347231.0,6,24.99,49.99,224.94,2,24.99,49.99,74.98,5,1,2,5500,498,197,25,38,2,15,5,8,4,4,57871.833333333336,1
22606,22607,12,6,114834.0,4,19.99,19.99,79.96,1,19.99,19.99,19.99,1,1,2,4000,525,111,8,47,2,33,0,3,1,3,28708.5,0
22609,22610,12,6,617165.0,19,69.95,79.95,1124.25,3,69.95,79.95,224.85,2,1,2,600,466,179,6,38,2,25,10,16,3,16,32482.36842105263,0
22611,22612,12,6,997634.0,6,39.99,259.99,469.94,1,39.99,39.99,39.99,5,1,2,300,429,11,13,27,2,47,3,6,1,5,166272.33333333334,1
22631,22632,12,6,136719.0,3,79.0,169.99,418.98,1,169.99,169.99,169.99,5,1,2,300,412,36,22,37,2,73,4,6,3,2,45573.0,1
22635,22636,12,6,629.54,12,49.95,49.95,599.4,3,49.95,49.95,149.85,5,1,2,300,453,169,12,50,2,11,10,16,4,9,52.461666666666666,1
22641,22642,12,6,570915.0,9,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,300,448,33,1,23,1,18,4,7,1,8,63435.0,1
22648,22649,12,6,1638971.0,23,3.99,249.99,604.83,3,3.99,249.99,262.93,5,1,2,2100,489,78,16,42,1,8,13,24,4,20,71259.60869565218,1
22659,22660,12,6,479602.0,9,14.97,39.99,189.89,2,14.99,24.99,39.98,1,1,2,300,443,1,0,39,2,49,3,8,1,7,53289.11111111111,0
22662,22663,12,6,239444.0,3,13.49,13.49,40.47,1,13.49,13.49,13.49,5,1,2,17300,544,123,258,55,2,4,4,6,3,2,79814.66666666667,1
22667,22668,12,6,1548616.0,9,42.99,179.99,928.87,2,42.99,139.99,182.98,4,1,2,7800,534,286,17,67,2,7,3,8,2,7,172068.44444444444,0
22672,22673,12,6,1884377.0,37,17.99,359.99,3209.84,4,17.99,299.99,635.96,5,1,2,8500,518,402,12,46,2,9,7,12,4,33,50929.10810810811,1
22687,22688,12,6,2710253.0,21,3.0,299.99,442.92,2,3.99,24.99,28.98,5,1,2,8000,569,214,46,53,2,15,4,9,1,19,129059.66666666667,1
22697,22698,12,6,997689.0,17,9.99,24.99,229.83,3,9.99,9.99,29.97,5,1,2,5000,564,224,15,81,2,23,3,9,1,14,58687.58823529412,1
22700,22701,12,6,3187605.0,1,599.99,599.99,599.99,1,599.99,599.99,599.99,5,1,2,2700,527,267,12,42,2,12,18,28,4,0,3187605.0,1
22719,22720,12,6,2461079.0,14,2.99,79.99,361.91,3,9.99,79.99,109.98,5,1,2,4000,538,221,29,54,2,129,8,16,1,11,175791.35714285713,1
22722,22723,12,6,4230603.0,5,3.99,29.99,59.95,1,9.99,9.99,9.99,1,1,2,10500,516,10,95,47,2,3,1,5,1,4,846120.6,0
22727,22728,12,6,6037265.0,45,7.0,54.99,1169.65,12,9.99,39.99,345.89,5,1,2,300,562,85,1,41,2,264,3,38,1,33,134161.44444444444,1
22747,22748,12,6,538558.0,7,4.99,9.99,59.93,4,4.99,9.99,34.96,5,1,2,20000,537,312,104,70,1,3,9,21,1,3,76936.85714285714,1
22750,22751,12,6,385921.0,4,9.99,499.99,1019.96,1,499.99,499.99,499.99,5,1,2,900,592,442,21,51,1,20,3,6,1,3,96480.25,1
22752,22753,12,6,126897.0,6,9.99,12.99,74.94,3,12.99,12.99,38.97,1,1,-1,600,70,94,0,35,1,531,0,8,1,3,21149.5,0
22766,22767,12,6,3503836.0,21,9.99,129.99,885.75,18,9.99,129.99,831.78,5,1,2,3000,527,355,24,54,2,14,23,64,1,3,166849.33333333334,1
22767,22768,12,6,3362956.0,107,3.49,109.99,2968.95,1,109.99,109.99,109.99,5,1,2,4000,523,146,13,57,2,72,3,9,1,106,31429.495327102803,1
22771,22772,12,6,686.48,3,529.0,699.0,1927.0,1,699.0,699.0,699.0,5,1,2,3000,486,203,16,45,2,41,3,5,2,2,228.82666666666668,1
22775,22776,12,6,330799.0,3,179.99,179.99,539.97,1,179.99,179.99,179.99,5,1,2,4300,494,286,18,54,2,70,3,5,2,2,110266.33333333333,1
22779,22780,12,6,4699048.0,24,649.0,999.0,7939.0,1,649.0,649.0,649.0,1,1,-1,4000,544,77,5,42,2,87,0,3,1,23,195793.66666666666,0
22781,22782,12,6,1484577.0,20,1.0,199.99,546.88,4,6.99,199.99,259.96,4,1,2,600,465,135,20,46,1,10,21,35,4,16,74228.85,1
22787,22788,12,6,602089.0,4,399.99,399.99,1599.96,1,399.99,399.99,399.99,1,1,-1,300,441,46,1,52,1,23,0,10,1,3,150522.25,0
22795,22796,12,6,235352.0,5,9.99,9.99,49.95,3,9.99,9.99,29.97,5,1,2,5000,466,43,12,46,2,3,4,11,1,2,47070.4,1
22804,22805,12,6,168156.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,1,2,1800,534,203,17,60,2,74,4,7,4,0,168156.0,1
22806,22807,12,6,654576.0,9,19.99,29.99,109.95,2,19.99,19.99,39.98,1,1,2,300,433,4,2,22,2,40,0,5,1,7,72730.66666666667,0
22811,22812,12,6,1601476.0,2,199.99,199.99,399.98,1,199.99,199.99,199.99,5,1,2,3100,468,221,11,46,2,6,7,8,3,1,800738.0,1
22814,22815,12,6,967189.0,6,3.99,19.99,46.95,2,3.99,3.99,7.98,5,1,2,500,370,6,4,42,2,130,3,9,1,4,161198.16666666666,1
22820,22821,12,6,1123284.0,23,9.99,14.99,156.87,3,9.99,14.99,35.97,5,1,2,2800,516,215,10,65,2,32,4,13,1,20,48838.434782608696,1
22823,22824,12,6,1949202.0,117,3.0,29.99,1198.71,6,7.0,13.99,56.99,5,1,2,1000,559,111,39,36,1,19,6,18,1,111,16659.846153846152,1
22850,22851,12,6,1712676.0,11,399.99,1099.99,8499.89,3,399.99,1099.99,2299.97,1,1,2,1400,545,346,14,50,2,63,0,6,1,8,155697.81818181818,0
22851,22852,12,6,630735.0,10,49.99,49.99,499.9,1,49.99,49.99,49.99,1,1,-1,1500,472,28,6,63,2,25,0,4,1,9,63073.5,0
22869,22870,12,6,68583.0,2,79.99,79.99,159.98,1,79.99,79.99,79.99,5,1,2,4000,603,292,10,62,1,10,3,4,3,1,34291.5,1
22873,22874,12,6,430377.0,37,169.99,799.99,13627.65,1,249.99,249.99,249.99,3,1,2,300,344,1,1,22,2,58,1,2,3,36,11631.81081081081,0
22877,22878,12,6,1041824.0,31,179.99,699.99,9779.69,1,299.99,299.99,299.99,1,1,2,2000,548,386,9,48,1,10,1,4,1,30,33607.22580645161,0
22878,22879,12,6,361543.0,12,24.95,24.95,49.9,1,24.95,24.95,24.95,1,1,-1,1500,512,17,1,24,2,19,1,5,1,11,30128.583333333332,0
22885,22886,12,6,550711.0,13,9.99,29.99,313.87,3,9.99,29.99,57.97,5,1,2,1900,562,221,37,47,1,6,6,10,4,10,42362.38461538462,1
22893,22894,12,6,2064167.0,13,79.99,899.99,4400.88,1,261.99,261.99,261.99,5,1,2,500,421,47,7,67,2,212,5,6,3,12,158782.07692307694,1
22899,22900,12,6,901641.0,4,199.99,199.99,799.96,1,199.99,199.99,199.99,5,1,2,300,444,244,12,61,1,87,3,6,1,3,225410.25,1
22902,22903,12,6,1139275.0,20,2.99,20.0,148.81,1,6.99,6.99,6.99,5,1,2,4400,457,62,30,46,1,4,3,5,1,19,56963.75,1
22910,22911,12,6,18112.0,2,129.99,129.99,259.98,1,129.99,129.99,129.99,1,1,2,5000,499,80,35,48,1,3,0,2,1,1,9056.0,0
22911,22912,12,6,2710496.0,98,6.95,49.99,1224.0,8,9.0,24.99,123.94,1,1,2,300,507,115,11,38,2,9,0,16,1,90,27658.122448979593,0
22912,22913,12,6,68394.0,4,449.99,449.99,899.98,1,449.99,449.99,449.99,1,1,2,600,572,475,5,69,1,225,0,2,1,3,17098.5,0
22916,22917,12,6,560715.0,8,15.99,39.99,216.92,1,39.99,39.99,39.99,5,1,2,3300,525,25,15,65,2,15,3,6,1,7,70089.375,1
22921,22922,12,6,1431174.0,2,17.99,59.95,77.94,2,17.99,59.95,77.94,5,1,2,1000,572,96,8,42,2,37,3,8,2,0,715587.0,1
22945,22946,12,6,83579.0,3,799.0,799.0,1598.0,1,799.0,799.0,799.0,5,1,2,300,422,0,0,28,1,23,3,4,3,2,27859.666666666668,1
22948,22949,12,6,936478.0,16,8.99,399.99,1711.84,2,8.99,399.99,408.98,1,1,2,10000,80,396,4,64,1,71,5,13,1,14,58529.875,0
22959,22960,12,6,611842.0,3,9.99,14.99,39.97,3,9.99,14.99,39.97,5,1,2,4000,597,204,8,48,2,9,3,27,2,0,203947.33333333334,1
22985,22986,12,6,678604.0,4,999.0,1299.0,4496.0,1,999.0,999.0,999.0,1,1,1,600,553,65,2,43,2,262,0,3,1,3,169651.0,0
23000,23001,12,6,841.27,28,9.99,39.99,495.83,2,32.99,32.99,65.98,1,1,-1,4000,505,152,11,42,2,62,0,6,1,26,30.045357142857142,0
23008,23009,12,6,951549.0,12,19.99,149.99,634.88,2,24.99,24.99,49.98,1,1,2,2500,525,223,51,51,2,9,0,4,1,10,79295.75,0
23012,23013,12,6,57536.0,1,3.99,3.99,3.99,1,3.99,3.99,3.99,5,1,2,5000,472,12,31,49,2,3,3,5,1,0,57536.0,1
23016,23017,12,6,219131.0,3,99.99,99.99,299.97,1,99.99,99.99,99.99,5,1,2,700,470,20,51,47,1,46,3,5,2,2,73043.66666666667,1
23027,23028,13,6,997216.0,39,17.99,49.99,214.91,1,17.99,17.99,17.99,1,1,-1,600,459,56,12,45,2,11,0,3,1,38,25569.641025641027,0
23028,23029,13,6,285269.0,4,29.99,29.99,59.98,1,29.99,29.99,29.99,2,1,2,2200,456,102,16,50,2,106,0,4,2,3,71317.25,0
23029,23030,13,6,3392275.0,56,9.99,449.99,2191.23,8,12.99,54.99,237.92,5,1,2,1800,517,58,13,36,2,59,7,27,1,48,60576.33928571428,1
23032,23033,13,6,251053.0,8,299.99,449.99,2249.94,2,299.99,399.99,699.98,1,1,2,1500,551,156,2,39,1,10,0,5,1,6,31381.625,0
23034,23035,13,6,1265986.0,9,109.99,299.99,1909.92,1,259.99,259.99,259.99,5,1,2,2500,502,407,12,78,2,7,5,8,3,8,140665.11111111112,1
23036,23037,13,6,1928742.0,26,9.99,49.99,502.81,1,24.99,24.99,24.99,5,1,2,4000,539,231,9,42,2,86,6,14,1,25,74182.38461538461,1
23043,23044,13,6,2853712.0,7,599.0,849.99,4685.97,1,599.0,599.0,599.0,5,1,2,1000,512,125,24,34,2,4,4,7,1,6,407673.14285714284,1
23045,23046,13,6,557902.0,13,34.97,89.95,874.41,1,69.95,69.95,69.95,1,1,-1,500,388,4,1,42,2,3,0,3,1,12,42915.53846153846,0
23081,23082,13,6,37074.0,5,19.95,19.95,79.8,1,19.95,19.95,19.95,2,1,2,800,562,31,4,53,2,7,0,2,2,4,7414.8,0
23088,23089,13,6,1907.68,31,49.95,109.99,1999.21,3,49.95,79.99,179.93,5,1,2,300,530,220,9,50,2,4,3,10,1,28,61.53806451612903,1
23089,23090,13,6,263623.0,4,29.99,29.99,119.96,1,29.99,29.99,29.99,5,1,2,3000,515,46,21,40,2,10,4,6,3,3,65905.75,1
23101,23102,13,6,1337817.0,21,7.99,79.95,499.79,4,8.99,44.99,93.97,3,1,2,2500,502,102,37,42,1,12,13,30,3,17,63705.57142857143,0
23104,23105,13,6,2805545.0,38,9.99,499.99,1941.32,23,9.99,499.99,988.65,5,1,2,10100,554,305,55,56,1,3,26,74,1,15,73830.13157894737,1
23107,23108,13,6,236408.0,3,19.99,19.99,59.97,1,19.99,19.99,19.99,5,1,2,1800,561,124,51,55,1,12,5,8,3,2,78802.66666666667,1
23118,23119,13,6,274901.0,3,29.99,129.99,219.93,3,29.99,129.99,219.93,5,1,2,1800,489,106,28,50,2,14,3,9,1,0,91633.66666666667,1
23133,23134,13,6,17994.0,1,59.0,59.0,59.0,1,59.0,59.0,59.0,1,1,-1,2900,511,178,15,56,1,10,0,2,1,0,17994.0,0
23154,23155,13,6,289842.0,13,12.99,37.99,244.87,4,12.99,19.99,68.96,5,1,2,1500,435,5,4,46,2,4,3,11,1,9,22295.53846153846,1
23168,23169,13,6,21532284.0,90,3.0,129.99,2371.59,4,24.99,24.99,99.96,1,1,2,300,567,11,2,26,2,84,0,13,1,86,239247.6,0
23169,23170,13,6,1063096.0,38,29.95,59.99,1755.38,6,39.99,59.99,294.9,5,1,2,300,448,155,13,39,2,7,7,20,1,32,27976.21052631579,1
23181,23182,13,6,936068.0,9,19.99,24.99,204.91,2,19.99,24.99,44.98,5,1,2,600,541,38,28,25,1,61,5,9,4,7,104007.55555555556,1
23194,23195,13,6,1209079.0,6,399.99,449.99,2199.95,1,449.99,449.99,449.99,5,1,2,5000,495,15,43,47,2,10,4,7,1,5,201513.16666666666,1
23195,23196,13,6,33881.0,1,2049.99,2049.99,2049.99,1,2049.99,2049.99,2049.99,3,1,2,2900,535,223,31,52,2,4,1,3,1,0,33881.0,0
23202,23203,13,6,551406.0,5,799.0,799.0,3995.0,2,799.0,799.0,1598.0,3,1,2,0,355,39,10,18,1,36,5,14,1,3,110281.2,0
23205,23206,13,6,2399897.0,14,499.99,549.99,3249.94,1,549.99,549.99,549.99,1,1,2,800,428,131,6,40,1,13,0,2,1,13,171421.2142857143,0
23207,23208,13,6,6370664.0,12,299.99,449.99,2399.93,1,299.99,299.99,299.99,1,1,-1,1000,571,361,10,52,1,96,4,11,1,11,530888.6666666666,0
23216,23217,13,6,474379.0,8,9.99,39.99,145.92,1,19.99,19.99,19.99,1,1,2,4000,517,128,7,53,2,10,0,2,1,7,59297.375,0
23266,23267,13,6,144361.0,5,19.99,29.99,139.95,1,29.99,29.99,29.99,5,1,2,500,413,52,15,46,1,198,3,4,3,4,28872.2,1
23279,23280,13,6,4590891.0,54,19.99,59.99,1769.48,11,19.99,59.99,389.89,5,1,2,3100,563,415,28,72,1,12,42,58,4,43,85016.5,1
23280,23281,13,6,3088792.0,26,24.99,329.99,2302.84,3,24.99,129.99,189.97,5,1,2,4000,547,110,10,44,1,7,12,24,4,23,118799.69230769231,1
23281,23282,13,6,158.97,1,13.99,13.99,13.99,1,13.99,13.99,13.99,5,1,2,5000,571,207,7,66,2,23,3,5,1,0,158.97,1
23287,23288,13,6,1348133.0,2,99.99,99.99,199.98,1,99.99,99.99,99.99,5,1,2,1500,453,80,9,58,1,12,8,10,3,1,674066.5,1
23293,23294,13,6,436576.0,6,3.99,659.99,2933.94,2,3.99,659.99,663.98,5,1,2,3200,442,128,7,49,2,15,7,14,1,4,72762.66666666667,1
23296,23297,13,6,878.8,12,9.99,177.99,290.88,2,9.99,9.99,19.98,5,1,2,2500,474,76,10,57,2,14,4,8,3,10,73.23333333333333,1
23297,23298,13,6,726958.0,5,499.99,639.99,2779.95,2,499.99,639.99,1139.98,1,1,-1,2700,514,94,16,45,1,29,8,16,1,3,145391.6,0
23312,23313,13,6,1397816.0,42,7.99,29.99,130.94,1,29.99,29.99,29.99,1,1,2,300,454,3,2,20,2,18,0,3,1,41,33281.333333333336,0
23319,23320,13,6,1132072.0,12,459.99,599.99,6779.88,1,599.99,599.99,599.99,1,1,-1,600,70,222,0,48,2,13,0,3,1,11,94339.33333333333,0
23322,23323,13,6,846.5,28,1.0,17.99,145.45,3,3.0,17.99,24.98,5,1,2,4000,528,190,26,43,1,16,11,15,4,25,30.232142857142858,1
23328,23329,13,6,2129.57,66,3.99,9.99,584.35,6,7.99,9.99,57.94,5,1,2,8500,479,223,18,46,2,3,3,17,1,60,32.26621212121212,1
23330,23331,13,6,504098.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,5,1,2,2500,515,220,13,60,2,23,3,6,1,0,504098.0,1
23333,23334,13,6,839727.0,20,6.99,199.99,738.83,3,6.99,29.99,56.97,5,1,2,500,462,11,0,47,2,9,3,10,1,17,41986.35,1
23353,23354,13,6,687446.0,2,1199.99,1199.99,2399.98,1,1199.99,1199.99,1199.99,5,1,2,3100,521,108,19,61,2,23,7,11,3,1,343723.0,1
23360,23361,13,6,262918.0,2,9.99,14.99,24.98,2,9.99,14.99,24.98,5,1,2,2500,506,156,11,54,2,37,5,11,2,0,131459.0,1
23364,23365,13,6,175.19,4,19.99,19.99,79.96,2,19.99,19.99,39.98,1,1,-1,2900,515,297,26,58,1,51,0,5,1,2,43.7975,0
23365,23366,13,6,907601.0,23,7.0,24.99,295.82,1,10.99,10.99,10.99,1,1,-1,1200,496,28,8,43,1,23,0,3,1,22,39460.913043478264,0
23381,23382,13,6,514351.0,19,12.99,34.99,320.89,1,29.99,29.99,29.99,5,1,2,1000,507,111,24,41,1,10,4,7,4,18,27071.105263157893,1
23382,23383,13,6,327144.0,4,3.99,19.99,37.96,4,3.99,19.99,37.96,5,1,2,3800,509,284,28,44,2,6,6,17,1,0,81786.0,1
23383,23384,13,6,357162.0,13,9.99,19.99,208.87,4,9.99,19.99,62.96,5,1,2,1500,577,478,11,55,2,67,3,11,2,9,27474.0,1
23390,23391,13,6,1146471.0,18,17.99,45.0,549.87,2,17.99,45.0,62.99,5,1,2,4000,571,223,13,51,1,11,5,11,2,16,63692.833333333336,1
23393,23394,13,6,234703.0,5,29.99,199.99,639.95,2,29.99,189.99,219.98,3,1,2,1900,503,219,31,46,2,44,4,7,3,3,46940.6,0
23397,23398,13,6,213.25,7,19.32,19.99,136.58,1,19.99,19.99,19.99,1,1,2,600,509,14,1,47,1,55,0,3,1,6,30.464285714285715,0
23402,23403,13,6,636029.0,8,10.92,10.92,87.36,2,10.92,10.92,21.84,5,1,2,4500,587,292,2,47,2,119,6,15,1,6,79503.625,1
23407,23408,13,6,386524.0,2,399.99,399.99,799.98,1,399.99,399.99,399.99,5,1,2,3800,539,223,83,48,1,56,4,8,2,1,193262.0,1
23419,23420,13,6,782598.0,16,6.99,14.99,148.91,1,9.99,9.99,9.99,5,1,2,2700,508,168,15,55,2,32,3,7,2,15,48912.375,1
23422,23423,13,6,1694834.0,15,9.99,24.99,207.86,8,9.99,24.99,123.92,5,1,2,5500,537,66,56,55,1,4,18,32,3,7,112988.93333333333,1
23438,23439,13,6,152389.0,2,16.99,16.99,33.98,1,16.99,16.99,16.99,5,1,2,2000,556,93,6,33,2,10,3,5,1,1,76194.5,1
23439,23440,13,6,734585.0,21,9.99,39.99,322.86,3,9.99,29.99,54.97,4,1,2,1400,477,138,8,33,2,28,4,8,4,18,34980.23809523809,0
23442,23443,13,6,3765078.0,80,1.0,119.99,1292.23,6,9.99,17.99,72.94,1,1,-1,1500,546,26,21,58,2,4,11,29,1,74,47063.475,0
23444,23445,13,6,2436187.0,10,3.99,179.99,368.97,1,179.99,179.99,179.99,3,1,2,2400,493,215,10,43,2,5,1,3,2,9,243618.7,0
23453,23454,13,6,1921476.0,34,379.0,799.0,23920.0,5,666.0,799.0,3562.0,3,1,2,800,353,4,3,20,1,6,4,21,1,29,56514.0,0
23458,23459,13,6,433998.0,3,3.99,59.99,79.97,3,3.99,59.99,79.97,5,1,2,2500,568,340,10,59,2,12,3,13,1,0,144666.0,1
23464,23465,13,6,5599.62,86,1.0,59.99,1338.43,8,1.0,24.99,83.95,5,1,2,3500,517,153,19,34,2,42,3,23,1,78,65.11186046511628,1
23479,23480,13,6,3363499.0,59,0.0,199.99,3442.68,6,18.99,179.99,453.69,1,1,2,300,379,94,2,46,2,193,0,14,1,53,57008.457627118645,0
23486,23487,13,6,399033.0,2,449.99,449.99,899.98,1,449.99,449.99,449.99,5,1,2,2700,506,112,25,52,1,70,4,6,3,1,199516.5,1
23489,23490,13,6,1265377.0,22,249.99,849.99,11899.79,3,499.99,649.99,1699.97,1,1,-1,2000,508,228,16,62,1,4,6,22,1,19,57517.13636363636,0
23499,23500,13,6,174447.0,7,9.99,10.99,70.93,3,9.99,9.99,29.97,4,1,2,100,539,11,1,49,2,94,2,8,1,4,24921.0,0
23501,23502,13,6,174.29,7,9.99,29.99,189.93,1,29.99,29.99,29.99,1,1,2,1000,400,8,8,44,2,9,0,3,1,6,24.898571428571426,0
23515,23516,13,6,1855272.0,12,5.0,49.99,304.91,3,9.99,49.99,99.97,4,1,2,1600,578,158,6,39,2,75,3,27,2,9,154606.0,0
23522,23523,13,6,274897.0,2,49.99,49.99,99.98,1,49.99,49.99,49.99,5,1,2,600,428,38,12,36,2,7,7,12,1,1,137448.5,1
23549,23550,13,6,294203.0,12,19.99,19.99,239.88,2,19.99,19.99,39.98,1,1,2,1800,466,191,9,52,2,5,0,9,1,10,24516.916666666668,0
23550,23551,13,6,859.43,21,12.99,399.99,5922.79,2,279.99,329.99,609.98,5,1,2,800,493,78,6,46,1,131,4,12,1,19,40.92523809523809,1
23557,23558,13,6,508793.0,20,24.99,39.99,704.8,1,39.99,39.99,39.99,1,1,2,600,80,167,0,39,2,32,0,2,1,19,25439.65,0
23560,23561,13,6,554934.0,6,12.99,999.0,1104.91,1,12.99,12.99,12.99,2,1,2,1000,484,31,10,42,1,16,0,2,2,5,92489.0,0
23566,23567,13,6,4744796.0,5,24.99,49.99,174.95,1,49.99,49.99,49.99,1,1,-1,1500,546,14,10,46,2,4,2,4,1,4,948959.2,0
23587,23588,13,6,741315.0,3,9.99,9.99,29.97,1,9.99,9.99,9.99,5,1,2,2500,562,194,22,59,2,36,3,5,1,2,247105.0,1
23595,23596,13,6,170599.0,4,499.0,699.99,2397.98,2,499.0,699.99,1198.99,1,1,2,800,361,5,1,35,2,46,0,4,1,2,42649.75,0
23610,23611,13,6,229477.0,6,39.99,379.9,568.88,1,39.99,39.99,39.99,2,1,2,500,456,221,0,46,2,6,0,2,2,5,38246.166666666664,0
23613,23614,13,6,710703.0,3,49.99,49.99,149.97,1,49.99,49.99,49.99,5,1,2,800,525,178,19,38,2,3,6,10,4,2,236901.0,1
